VIDEO_IDENTIFIER,USER_IDENTIFIER,ANIMATION,ADDED_TEXT,MUSICAL_SCORE,LANGUAGE_SPOKEN,LANGUAGE_OF_TEXT,EVENT_NUMBER,EVENT_CATEGORY,RELATION_TO_EVENT,AGREEMENT_ON_RELATION,AVG_ANNOTATOR_CONFIDENCE,NEG_CONFIRMATION,SET
48d84fb3f94b2ebfaaa3ffbbfd5a9448,aac643dd3b4fce653c26e8f38560255f,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,2.67,N/A,Training
48ee8657c18fd619927c21a2f295ad,447c54fde29b17c52d2c3d1cd7c103be,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
492114b69f6dbd8a5e2e22da4e5eac7e,a095fdb48748ec6c40d3ce0e5c5223cd,N,N,N,English,None,Ev108,Person_Landing_a_Fish,Positive,Full,3,N/A,Training
493864e5ff7b2ba319c9fd77862b75d4,05858f9a0568636f6ebd7040413bcf54,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Test
493ef17e5ec44914b44469977d8211,103fa5a17822b39ced5bdc6afefa4f99,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Test
495fbe1c719dc2e6e059ebdecfe77549,9e1301acad37fc329d8170d4d340975d,N,N,N,Non-English,None,Ev104,Parade,Positive,Full,3,N/A,Training
4992705bd9e987143e8db5796298c844,54443c0a3bf00dec825c6f057bc8fbb1,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
49fe15d8b5b39e8fcebe612037bac,ce952b4aa47ff3df427b5ef8205e5a6c,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,1.33,N/A,Training
4a25d3b1dda552b41425dfee8d5d133,46cfcba98f796fa1f6c0294c70cf535e,N,N,N,English,None,Ev103,Getting_a_Vehicle_Unstuck,Positive,Full,2,N/A,Test
4a271ab5e9aa77a814f9e1e5792dc9a,ea94b52c101219314d8aea35975c1baf,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Test
4a3797a8d44f8762270ccf3c9d38f7,0d8f11f31cb38c025b034b104b5fbd24,N,N,N,English,None,Ev108,Person_Landing_a_Fish,Positive,Full,1.33,N/A,Training
4a41bfd58df5381892f515e1346fe8,796248c462af1ab14c0a9fb63bfc1f90,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
4a48dcf2cb78c29be4336280ef4c3a,d62e16cc964b7f69a5b31087ad34b252,N,N,Overlaid,None,None,Ev110,Working_on_a_Woodworking_Project,Positive,Full,3,N/A,Training
4a76146d394840264d2526fd466dc05c,ea94b52c101219314d8aea35975c1baf,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,2.33,N/A,Test
4afa2e5b7ec478de2fb23a387bc242d3,737cbe7633435c1eb002b40561fd2518,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Test
4b0634871a05b3a31d32fa8de4a35db,84c4795ec3bd6139f38e14a1d4199acc,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,2.67,N/A,Training
4b1ba429f3348cc7ac2f3d8f8cc70f5,3fae21e987db8176b3c82362b8a97680,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
4b73688eda2a1dc987cd97b068a327f9,521a86c0fba91f073391ec3c2071a946,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Test
4b7ff19e283b492e323f4d65efdd6e7c,b4d4f6e970745a20050abd635991ddb1,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,2,N/A,Test
4c18aa458eb3782adcc745be498346,22b405be30b7d64b1cf08bd910ea446c,N,N,N,Non-English,None,Ev109,Wedding_Ceremony,Positive,Full,2,N/A,Training
4c2108cdf383d63646bbf1497060bc,5b56922ca004a25016a418f0f744cfaf,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,2.67,N/A,Test
4c3dd43930b5185fb8d787178013811d,684372c96c379026fc655181eff602aa,N,Y,N,English,English,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
4c8d6fc8786779c3074e3f31ac35,2b0438f7d1945aeaeca4b43666026d4f,N,N,Score_Only,None,English,Ev110,Working_on_a_Woodworking_Project,Positive,Full,3,N/A,Training
4c9bd9c9fbcf5cd123a7c3466a6d482,b53b3f5de5f37450ca8e13de93ba2597,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
4d1c11f54f15f8893bb833824b86e,9d1edbb27b65a017a21058674b719ceb,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Test
4d2db4186f79f5c80e79854d1c2b08,a0ab02da5555a63dfded689240829ff8,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
4d3bd7dc3eef60bc43b814f1c0d37bde,b6d95318af57f23e1102fa8bf92a7501,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
4d715a9495cb7e6ff5a468091fdd50,d74a10019147ce36f6f817400036062a,N,N,N,English,None,Ev102,Flash_Mob,Positive,Full,3,N/A,Training
4da7b8ffe8d7611221da459343457af,fec625457283e44cc47cea21df04635b,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
4daa686ed1473176e5c1c8bbeca89088,81ba36009a73a0b58dd4637216ca7ee4,N,N,N,Non-English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
4dd37bb03ae8c984f9d29a7f964c0e4,9bf2911490f5d9d3aceafb63e2b6a0fa,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
4df451517378199d9db9d7eb779fd2,768f6813a5f634a18fff90554675cd9e,N,N,N,English,None,Ev103,Getting_a_Vehicle_Unstuck,Positive,Full,2.67,N/A,Training
4e2110eb2adc8d4373b1a3c6e931ccd,863ba2a9a22710c267df21bdd7f7ddcb,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,3,N/A,Training
4e57754839998f603d87e3256029b7fb,348fa8ee7cc305bc9c22e16b45fce789,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,3,N/A,Test
4ed5c722ca3e3eae385568d2b8a5e54e,4d1224204f9356ad97dfdef389350c40,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,2.67,N/A,Training
4ed9a0717a37a4dde72d3d6dfd50777d,127d14f2d94590309129c2e5d31f4556,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Training
4ee2fcfe6ff828f60a3df9b3a24f74,bc472f1c3220b03f24226fb6195d134f,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,2.33,N/A,Training
4f0f4e8b8bc18c3a47e67a13a5da577,07d2a3316dc0196a8b000eb9669e2397,N,N,Overlaid,None,None,Ev110,Working_on_a_Woodworking_Project,Positive,Full,1,N/A,Test
4f2f7c6a09c8e5687cfefd8f1d45b8,5ca38e029651ee499d129f616ccef3ad,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,1,N/A,Test
4f46812a15e21de26557a5f8c2ff571b,7d1594862ff53038d46b42cea7c72b91,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Test
4f5da711e892d9d15b7f5f18c1f15f,6dd77aa256a4e9f8a8f336c269c2187a,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
4f6ed3f216fe4b94532ede21411908a,1dbb139fbb2656751524ecd10e7d25fe,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,3,N/A,Training
4f77a960f47acd8e921b7e3d504c6,aacbfdf8f3b2dd3b6f3daf5105d778a9,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Test
4fe6906ee9f043a04e39dd87cf2c878b,dc23af904b2c98e9708a0b7cc36b65c8,N,N,N,English,None,Ev102,Flash_Mob,Positive,Full,3,N/A,Test
5064fcabcaca144b3ed3fea80558d4b,9c6347a64ac2a5f3ed6473800600bcc8,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,3,N/A,Training
506f2b6a9c4e497f2e72eab9fdb4b58d,1ae6397ec4a8e13e1e3ceb155a01ca35,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Training
5074f5fb96dd6cfee43b9a73d5f13,07f5496cc3d83c871df8a0e11dbb0f07,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,3,N/A,Training
507bd5974ebe1768cc8bc5cd244648,4e74cae1bb8d7e9f668f609a31a01cbe,N,N,N,English,None,Ev108,Person_Landing_a_Fish,Positive,Full,2,N/A,Test
50939756bf7b8323d1ce8fbab55eabd,3c046f690d918b5b0d07c19034809576,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,3,N/A,Training
50b4904d6b3dcc02b7ea2fb7dee3352,1df592920e5fe5474ca7afc54a75bc5c,N,N,N,English,None,Ev103,Getting_a_Vehicle_Unstuck,Positive,Partial,1.5,N/A,Test
50c73b9456b318fe253834abe972ac7,07fcaa87ec7db53fe4da1bf7a3cb5ef2,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Test
50d1dd749355f8eebb80608c84721f68,c140d0dbdad206c2291a93e9fd78ac6d,N,N,N,English,None,Ev108,Person_Landing_a_Fish,Positive,Partial,3,N/A,Test
50d89b2851dc257e42c8d1e3b0fc4157,e7415494c36f0ea435b3a1a5b6149c71,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Partial,1.5,N/A,Training
50e89f3cd9ba844a949cf0802efba4af,5bcdb075ceaf38e2549f65695b88a90d,N,Y,N,English,English,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Test
50f2cc967f8085e5a0d0c8c5e496d4d2,034b22fe5af6c19a8f4412e0a4d8de6b,N,N,N,English,None,Ev103,Getting_a_Vehicle_Unstuck,Positive,Full,1.33,N/A,Training
511fd083feb920cf2923cfb994d9e5a5,fe66070700d1a52c9438a75b525fe6e3,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Training
51318155415f744df9fcad5bdbca6,262d39e86ea16ddb8b09be0bc832243e,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
514b81edc0fe9f20f34c373f22ccef2c,d13a77e0bb16115ea0bf0d4599391139,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,1.67,N/A,Training
5156a956d6334d2cc06eea7d6f7e9b2d,32fef58f48a6ab6138ed70c01224bf24,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,1.67,N/A,Training
516ac43afcfb59ec7864addf164c9bd,d088b16b6f5deca1fd68946a43831518,N,N,N,English,None,Ev102,Flash_Mob,Positive,Partial,2.5,N/A,Training
517d275f6050dce980ce340bd28f0f8,503b35042c9e98763364b7f9ef55c649,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,2.33,N/A,Training
51813d3a69477bd0cc37b9938f35f03d,4a7c9516e7ba57c7099dd6ab5009dedb,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Test
51921284a3256761a76ccd179d9c1998,2a5a57261ce5a835ae67ef75b0a54eb1,N,Y,Overlaid,English,English,Ev103,Getting_a_Vehicle_Unstuck,Positive,Full,3,N/A,Training
5198623566e1bdbb7283ebc1c0fe4f3,d01817a95198cd257f97ce98b745bddc,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,3,N/A,Training
51c2668f8428e1b2f5c75d248fd929,53fb8c2ed9bbb93ceca6df5cb82ba291,N,N,N,Non-English,None,Ev104,Parade,Positive,Full,2.67,N/A,Test
51ce9b8108bb5381c51fd4dc4a83,b2f27fb5605c03382d1652afadd9dfce,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
51d35d7d8c34d65e78e67fb6411a,7cdb904e9f4b9469b94d2156162ab85e,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,2.67,N/A,Test
51e0adb1e9315a880e3d0f6236fb079,103fa5a17822b39ced5bdc6afefa4f99,N,N,N,English,None,Ev108,Person_Landing_a_Fish,Positive,Full,3,N/A,Test
52179d394df998ec9b74ce2a92d4849,36456753e486f61d92d6d8a47534ee40,N,Y,Score_Only,None,English,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,3,N/A,Test
523a2e7678f2ad5d2495f0ce3beff,b54a59f0515c7f999a7787372351601a,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Training
529d57c1beecae8f703d2c5b6d0e6d6,a4b6b5636ad2ee1e12b3b7033e46ae28,N,N,N,English_&_Spanish,None,Ev103,Getting_a_Vehicle_Unstuck,Positive,Full,1.67,N/A,Test
529fa2a96561969cc71d403d1c256049,fec625457283e44cc47cea21df04635b,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Training
52d1eb231d4dc658e4a10a2fe3302f,5e033d1e72699a2976df2f50c3ce52da,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
52e934bf4f6740ef32895ff511e73b1,fec625457283e44cc47cea21df04635b,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Training
5314bb5d3f5d359dc669d78db5c44049,e213e17c4b58d017ad77a9dbc4042cb9,N,N,N,Unintelligible,None,Ev104,Parade,Positive,Full,2.67,N/A,Test
532454c8bc5131e2641a04f02eb4c5,ddc94d69e4ed6edefb53cef8225a8a3a,N,N,N,Non-English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,2.33,N/A,Training
5325075a05a3b1b2a7f5b9289c02b1c,634c622d4634878bd99ff7f0e516dace,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
5335a840218f2ac507d50669c3c92d,737cbe7633435c1eb002b40561fd2518,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Test
535c908913c8f154a62fca4ad7567243,0edec7f614cf7940ddf5e43cd93b74d5,N,N,N,English,None,Ev110,Working_on_a_Woodworking_Project,Positive,Full,3,N/A,Test
535c9470528bce5d90dec41b91b52d0,d76d4951a84df7f2c9929fc4d96b1358,N,N,N,English,None,Ev110,Working_on_a_Woodworking_Project,Positive,Full,2,N/A,Training
5368653848c7b0901510f8da17a739a,c889d9714df3545968ba387eac2d2c64,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,3,N/A,Test
536c69fbba19385b8812cce4da9dc6,fe2adcd3610add752d9e99684c052997,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,1.67,N/A,Training
5372c65320fdbc362879fb74b2667072,649c2ee0c896d6bbef11d28cae13b917,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Training
537cb45ee7243fe52831e272f246c588,11f388c7b4e2cbbcfca326466e38d808,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Test
5385ad13a539ab479421710cf4bfd29,0c473c39b7196a7d74c27c6314cfc83e,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Training
538d40bdec57e2acf735a1dd7366562c,b9dfac939b0009ce30ea2c5fcffa6675,N,N,N,Non-English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,3,N/A,Test
539c3f4d9b526cedf1c3d666d71c1,a7af585c1049c214f6d53bf36a7120e2,N,N,N,English,None,Ev108,Person_Landing_a_Fish,Positive,Partial,2,N/A,Training
53a6b5556ec3b7331dfa2657ab6e8,92547e2e6a7f4164996aa430265c7a5d,N,N,N,English,None,Ev110,Working_on_a_Woodworking_Project,Positive,Full,3,N/A,Training
53b91b1c9b52e42af6386cca8f7c184,5b99485da39ed2f299ac6e29f1ae5402,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,3,N/A,Training
5426bacd4df3be8c3bc77992a2ebb6f6,3766653ca25234f94f5f0edaf1b1ec71,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
542dbbb14c8892a3d47a91c7f97f96c0,07f5496cc3d83c871df8a0e11dbb0f07,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Training
543db98811afeb41e99fb87b46562e57,3b2d7ae406c8baecda9aaa7e5ee70666,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,3,N/A,Training
544cc51ef4b2aa0e8ddafd83656827f,eaaf70c795f6b0180a0383ed6588b1fd,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Training
5473d98c164ecc4b96935e2d33ba60a6,fd1b0c73ebb93efcb5bea39d1c29a560,N,N,N,English,None,Ev103,Getting_a_Vehicle_Unstuck,Positive,Partial,2,N/A,Training
54acfc8eca6567766a13a8dd49d83e7d,19b4cc2b3e55d7ca074417ee589aab89,N,N,N,Non-English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Test
54d1ea879690258467508436f97978fe,aed1f426a49cdea0bbf07409658fd21d,Y,Y,N,English,English,Ev110,Working_on_a_Woodworking_Project,Positive,Full,3,N/A,Test
54e4c22da948813f6adab2f3afe542f,4e28f5e4b589dd1d7fb043d339948f52,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Test
54e4ed7fc9a283d3f7cf70a65371cdf0,c4ddfd46cc2a4aa7a96b2f5966c740f7,N,N,N,English,None,Ev103,Getting_a_Vehicle_Unstuck,Positive,Full,1.33,N/A,Training
54fce61ae8459a587616e85e81d20ea,c0b5546de8dc445f513c5fa10965251c,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
553336fb16a497344549fdad21555d30,8b5c5d16a452e2d4df9f8af778bf2d6d,N,N,N,English,None,Ev108,Person_Landing_a_Fish,Positive,Full,3,N/A,Training
5548bd52776e226654c5f230a004515,9a702094c708302d8e857b9da1b7690d,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Training
5552d89043dfa8acb16b4ae276e497d,bb349d5011d40b6b4a4bc8a67bc18be5,N,Y,Overlaid,English,English,Ev110,Working_on_a_Woodworking_Project,Positive,Full,3,N/A,Training
55607389c76a8ed961b01882601117c,148fa6c8b8ba29e7e538811057117fb0,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Test
557bc781d7b278fa999ef61f53ff8c,6fe8500cc478058a16347ad390f51873,N,N,N,English,None,Ev110,Working_on_a_Woodworking_Project,Positive,Partial,2.5,N/A,Training
55aec645c8408cc43f3b7692e34e17af,222380509bdb1bb25aa8318b514de3fc,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,3,N/A,Training
55e1fb6423b2c652c02c4a26d5cc98,410ed6fa78887552ca5aa7a39b83043b,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Test
55ec78fd35f3a2737f3762ba7974ea,08fc8c64a17b1fc6bc60339b97260459,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,3,N/A,Training
5636365616b5e566c97f028bd678e,1b88dd63609f59b594ebd3c3745c9194,N,N,N,English,None,Ev103,Getting_a_Vehicle_Unstuck,Positive,Full,3,N/A,Training
56538190b74fa6fc7ebba940aeca0c3,b2506fea0c2425586f81cd496c29076d,N,Y,N,Non-English,German,Ev109,Wedding_Ceremony,Positive,Partial,3,N/A,Training
567243e0581da472a675ab122952c292,cf9c5eb2f2ae61c8ff56fa9d832c1c04,Y,Y,N,Non-English,English,Ev110,Working_on_a_Woodworking_Project,Positive,Full,2.67,N/A,Training
568145d75ee0f91aea428e849f99df1,b215b9550e1504ea39c23272b2695277,N,N,N,None,None,Ev110,Working_on_a_Woodworking_Project,Positive,Full,2,N/A,Test
56a41241d3aa761d07c6504f4870ea,d0a18b61fc3f6ed21438b53680f51502,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,1.33,N/A,Test
57247827c43426c7b68a9dc3bf65d174,c97f5575edf7fecb0d197fad07805e2e,N,N,N,Non-English,None,Ev109,Wedding_Ceremony,Positive,Full,2.33,N/A,Training
57681bd0836ea26c2ecb2543120844f,780d3c8f6e59cc7d207cae03bddf26da,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
57aa6033b7e5369bde5e5763371c6f6,6b1d3eb42b50edc3808d323b1c7ef17c,N,N,N,Non-English,None,Ev102,Flash_Mob,Positive,Full,1,N/A,Training
57b9c817494427a7cbb472323d1f7f63,f0ed53c2498f7c6458375943ebb67def,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,1.33,N/A,Test
57c53e61a5ea7a2a513222f77fa7e9b0,9dea240f9b79b8d394ad6aafa33f8dce,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Training
57f6f1982078599597f320d8f46eb6b5,647e470c0ee147e9e5c9906e5001a8e5,N,N,N,English,None,Ev102,Flash_Mob,Positive,Partial,2,N/A,Training
581661772fe2fbb17ac6e536ba728dd,be6d4281433aa6c0fc015fe8b136550d,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Training
581f2ec2af8acaf31a2f61fc17e85086,02825405f93b49811eaed522d5114320,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
584056af692b7a8e3260e85beb7fe83,27519ba6022b60a65c49e861ba457d35,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,2.67,N/A,Test
5857d9bee1a0a178a78648a96f2e9c9d,2c0ed9656efdf1e04c7e76484178ba54,N,N,N,Spanish,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Test
585bf627aab5af6a40ad74e3b933b0df,9f4c8683da31d0d01a6bbb97d286cf18,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Test
587a19da41d9d2a53cbd2bf1eb37c4,75e0a675615650b05570e3da37651383,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Test
58976593cf42a8fac9d782e78871a0c9,1a1e34cdc75d2d5284b37ef22dd8d944,N,N,N,English,None,Ev108,Person_Landing_a_Fish,Positive,Full,3,N/A,Training
58cce66d61f7639d4beba714b747e47,eb208099da264c26eaed085709adff5a,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Test
58d1340c2512a132664bc6c493ec63b,4a30ea0a946294826c1c5edac6b30b05,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Test
58d76171c842cf6e6678be51ac35f76,8b3f28d720dfd094bfa33f75b317d627,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
58f6228d3e9b40d8097f3ab6a55e9d0,b1be6ddf1bea110db359c0ce9b3ec54f,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
58fceb3770c3a8d021258b53c7e76cf,951ce3006e4feb1685c4f1a80f672bb7,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Test
5912debdf74fc6f33172b56b51767,6b1d3eb42b50edc3808d323b1c7ef17c,N,N,N,English,None,Ev104,Parade,Positive,Full,3,N/A,Training
591824d8c646936cac66daf54df33ca,7985294131cb5cddba65916fade157bf,N,N,N,Non-English,None,Ev108,Person_Landing_a_Fish,Positive,Full,3,N/A,Training
597af3185c20c7f9d73599ab6950f423,e070aa35537dabe8e07b4fcc82f96355,N,N,N,English,None,Ev102,Flash_Mob,Positive,Partial,1,N/A,Test
598618512d279886fa4649bdf34a6b,43f4be9a348ae08a399123dc681a8e84,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Test
59a7bb9083c21fbe406be7bea5a79e7,4b165ead9c55d05f51c7cd3689d853f4,N,N,N,Non-English,None,Ev102,Flash_Mob,Positive,Full,3,N/A,Training
59adbfeef34bb127f0719a321bc28c3,c4ddfd46cc2a4aa7a96b2f5966c740f7,N,N,N,English,None,Ev103,Getting_a_Vehicle_Unstuck,Positive,Full,3,N/A,Training
59c838ea1e5fe4b871ce974188ff7a40,fec625457283e44cc47cea21df04635b,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Training
59dc6ec6d381217b3840a345e4b1f7,eeae7e7abc3dfb30d59bb3ba5e777e76,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Test
59e236449845117bfac9a8226e53378,b06034d190d044d4133a52ed10e89720,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Training
5a3c81751f2fc71d79a1ed69cc8413f,bea7004deddfe6f584838331ced51cb1,Y,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Training
5a58e338c2cc53c755ced9c7cd273fef,103fa5a17822b39ced5bdc6afefa4f99,N,N,N,English,None,Ev101,Birthday_Party,Positive,Full,3,N/A,Test
5a7449245d384a73e807bacd325fd54,aa13af827dc8e36b9d8679610e678e71,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,2.33,N/A,Test
5a8092b33f65a045865aba3494e170,b01df6c75d2ee2b05c5ad58e8dd94dc4,N,N,N,English,None,Ev107,Person_Hand-Feeding_an_Animal,Positive,Full,3,N/A,Test
5a8757f8559977125d2e4fc57f8b28d,fc550046ac8e064273446b173c2e7957,N,N,N,English,None,Ev102,Flash_Mob,Positive,Full,3,N/A,Training
5aab2cea6fa5f194e240dbaac514bbc,432ac2e96276439a33a354e553319089,N,N,N,English,None,Ev102,Flash_Mob,Positive,Partial,1.5,N/A,Test
5aac34ca3be59de664ec817c1dcf3d,aff4f6e24f9a7d3174063c6b772fe5e7,N,N,N,English,None,Ev102,Flash_Mob,Positive,Full,3,N/A,Test
5ab35be3235498e2d0b7319d566ff4f3,8eae8c2c5b9f6ac565c3c68352ee5d02,N,N,N,English,None,Ev108,Person_Landing_a_Fish,Positive,Full,1.33,N/A,Training
5ab3fdcbeca47781c3efab80f65abd8c,d9e7eb1655124fc580b1e6515c9d0eda,N,N,N,English,None,Ev110,Working_on_a_Woodworking_Project,Positive,Full,3,N/A,Training
5abbc14fbf48c3237443c57d39d07bb8,4c85d4ae2c6dcc35c6228c4bdfc4eff9,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Test
5ad2c0f717e4619ac178a7c688638f3f,b2b9979101398ec993164943cc2596f6,N,N,N,English,None,Ev104,Parade,Positive,Full,2.67,N/A,Test
5ae5894022e29265407b58d9aac97725,f652cea24ed377bf6522a5da813b6d60,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Test
5afd2d85fd8c506b8723af738eb4818c,13b7edaa9e55ef49e477159eea987d60,N,N,N,English,None,Ev109,Wedding_Ceremony,Positive,Full,3,N/A,Test
5b79e51b311cad4c5df4f3b5dd216a69,21b4ec4ab0f8add0a93e6fe909384227,N,N,N,English,None,Ev105,Person_Attempting_a_Board_Trick,Positive,Full,2.67,N/A,Test
5b7cdaefd6e738603f344bb6fb72896e,863ba2a9a22710c267df21bdd7f7ddcb,N,N,N,English,None,Ev106,Person_Grooming_an_Animal,Positive,Full,3,N/A,Training
5b7e957f8b22d15459759b2f343828,8ab7909b007c7b490002fe8bfb8743d2,N,N,N,English,None,Ev101,Birthday_Party,Positive,Partial,2,N/A,Test
5ba7e92d2fb52b2a2ff06171d833422b,ee6069ca088411b21209db6853082b59,N,N,N,English,None,Ev103,Getting_a_Vehicle_Unstuck,Positive,Full,3,N/A,Training
